⑯⑴⒁②⑯⑵	abated
⑾⑭⑥③⒏⑵	rescued
⑾⑭⑥③⒏⒌	rescuer
⑾⑬⑥⒋⑧②	researched
⑾⑬⑥⒋⑧⒌	researcher
⑾⑬⑹⑭⑿②	resent
⑾⑬⑹⒋⑷⑵	reserved
⑾⑬⑹⒋⑷⑹	reserves
⑾⑬⑹⒂⑵⑹	resides
⑾⑭⑹⑬⑵⒏	residue
⑾⑬⑹⒂⑿⑵	resigned
⑾⑭⑹⑬⑿⑹	resins
⑾⑬⑹⑬⑥②	resist
⑾⑬⑹⑰⑪⑷	resolve
⑾⑬⑹⒉②⑥	resorts
⑾⑭⑥①⒂②	respite
⑾⒀⑥②⒈②	restart
⑾⑭⑥②⑯⑵	rested
⑾⑭⑥②⑬⑩	resting
⑾⑭⑥②⑬⑷	restive
⑾⑬⑥②⒉⑵	restored
⑾⑬⑥②⒉⒌	restorer
⑾⑬⑥②⒉⑹	restores
⑾⑬⑹⒃⑪②	result
⑾⑬⑹⒏⑫⑵	resumed
⑾⑬⑹⒏⑫⑹	resumes
⑾⒀②⒁⑪⒌	retailer
⑾⒀②⒁⑪⑹	retails
⑾⑬②⒁⑿⑵	retained
⑾⑬②⒁⑿⒌	retainer
⑾⑬②⒁⑿⑹	retains
⑾⒀⑤⑬⑩③	rethink
⑾⑭②⑬⑿⑯	retina
⑾⑭②⑬⑿⒏	retinue
⑾⑬②⒂⒌⑵	retired
⑾⑬②⒂⒌⑹	retires
⑾⒀②⑾⒁⑥	retrace
⑾⑬②⑾⒀②	retreat
⑾⑬②⑾⒀⑷	retrieve
⑾⑬②⒋⑿⑵	returned
⑾⑬②⒋⑿⑹	returns
⑾⒀⒏⑿⒎⑿	reunion
⑾⑬⑷⒀⑪⑵	revealed
⑾⑬⑷⒀⑪⑹	reveals
⑾⑭⑷⑯⑪⑵	revelled
⑾⑭⑷⑯⑪⑹	revels
⑾⑬⑷⑭⑿⑻	revenge
⑾⑭⑷⑯⑿⒏	revenue
⑾⑬⑷⒋⑥②	reversed
⑾⑬⑷⒏⒌⑹	reviewers
⑾⑬⑷⒏⑬⑩	reviewing
⑾⑬⑷⒂⑹⑵	revised
⑾⑬⑷⒂⑷⑵	revived
⑾⑬⑷⒄③②	revoked
⑾⑬⑷⒄⑪②	revolt
⑾⑬⑷⑰⑪⑷	revolve
⑾⑬⑼⒉⑵⑹	rewards
⑾⑭②⒌⑬③	rhetoric
⑾⑬⑸⑫⑬③	rhythmic
⑾⑬⑸⑯⑫⑹	rhythms
⑾⑬⑴⑯⑿⑹	ribbons
⑾⑬⑴③⒁⑻	ribcage
⑾⑬⑧⑯⑥②	richest
⑾⑬⑧⑿⑯⑥	richness
⑾⑬③⑯②⑬	rickety
⑾⑬⑵⑯⑪⑵	riddled
⑾⑬⑵⑯⑪⑹	riddles
⑾⒂④⑯⑪⑹	rifles
⑾⒂②④⑯⑪	rightful
⑾⒂②⑿⑯⑥	rightness
⑾⑬⑶⒌⑯⑥	rigorous
⑾⑬⑩⑥⒂⑵	ringside
⑾⒂⑯②⒌⑹	rioters
⑾⒂⑯②⑬⑩	rioting
⑾⒂⑯②⑯⑥	riotous
⑾⑬①⑰⑥②	riposte
⑾⑬①⑯⑪⑵	rippled
⑾⑬①⑯⑪⑹	ripples
⑾⑬①⑪⑬⑩	rippling
⑾⑬⑥③⑬⑩	risking
⑾⑬⑧⑱⑯⑪	ritual
⑾⒂⑷⑯⑪⑹	rivals
⑾⑬⑷⑯②⑥	rivets
⑾⒄⑵⑥⒂⑵	roadside
⑾⑰⑴⒌⑬⑹	robberies
⑾⑰⑴⑬⑿⑹	robins
⑾⒄⑴⑰②⑥	robots
⑾⒄⑴⒃⑥②	robust
⑾⑰③⑯②⑥	rockets
⑾⒄⑫⑮⑿⑥	romance
⑾⒄⑫⑯⑿⑹	romans
⑾⒅④②⑰①	rooftop
⑾⒅②⑪⑯⑥	rootless
⑾⒄⑹⑫⒌⑬	rosemary
⑾⒄⑹⑭②⑥	rosettes
⑾⒄⑹⑼⑱⑵	rosewood
⑾⒅⑴⑯⑪⑹	roubles
⑾⒃④⑿⑯⑥	roughness
⑾⑲⑿⑵⑯⑵	rounded
⑾⑲⑿⑵⑬⑩	rounding
⑾⑲⑿⑵⑪⑬	roundly
⑾⒅②⒀⑿⑹	routines
⑾⒆⑯⑪②⑬	royalty
⑾⒅⑴⑾⑬③	rubric
⑾⒃③⑥⑮③	rucksack
⑾⒅⑵⑿⑯⑥	rudeness
⑾⒅④⑯⑪⑬	ruefully
⑾⒃④⒎⑿⑹	ruffians
⑾⒃④⑯⑪⑵	ruffled
⑾⒅⑬⑿⑬⑩	ruining
⑾⒅⑬⑿⑯⑥	ruinous
⑾⒅⑪⑴⑱③	rulebook
⑾⒅⑪⑬⑩⑹	rulings
⑾⒃⑫⑴⑯⑪	rumble
⑾⒃⑫⑬⑻⑵	rummaged
⑾⒃⑿⑯⑼⒁	runaway
⑾⒃⑿⑵⑲⑿	rundown
⑾⒃⑿⑼⒁⑹	runways
⑾⒃⑦⑯⑿⑹	russians
⑾⒃⑥②⑯⑵	rusted
⑾⒃⑥②⑬③	rustic
⑾⒃⑥⑯⑪⑵	rustled
⑾⒃⑥⑪⑬⑩	rustling
⑾⒅⑤⑪⑯⑥	ruthless
⑥⒁③⑾⑯⑵	sacred
⑥⑮⑵⑯⑿⑵	saddened
⑥⑮⑵⑯⑥②	saddest
⑥⑮⑵⑯⑪⑵	saddled
⑥⑮⑵⑯⑪⑹	saddles
⑥⒁⑵⑬⑥②	sadist
⑥⑮⑵⑿⑯⑥	sadness
⑥⒁④⑶⒈⑵	safeguard
⑥⒁④⑯⑥②	safest
⑥⑮④⑾⑯⑿	saffron
⑥⒁⑿②⑪⑬	saintly
⑥⑮⑪⑯⑵⑹	salads
⑥⑯⑪⑳⑫⑬	salami
⑥⑮⑪⒌⑬⑵	salaried
⑥⑮⑪⒌⑬⑹	salaries
⑥⒁⑪⒎⑿⑥	salience
⑥⒁⑪⒎⑿②	salient
⑥⑯⑪⒂⑷⑯	saliva
⑥⑮⑪⑰⑿⑹	salons
⑥⑯⑪⒅⑿⑹	saloons
⑥⒇⑪②⑯⑵	salted
⑥⑮⑪⑷⑬⑻	salvage
⑥⒁⑫⑿⑯⑥	sameness
⑥⑳⑫①⑯⑪	sample
⑥⑳⑫①⑪⒌	sampler
⑥⑮⑿⑼⑬⑻	sandwich
⑥⑮⑿⑬②⑬	sanity
⑥⒈⑵⒀⑿⑹	sardines
⑥⒈②⒉⒎⑪	sartorial
⑥⒇⑥①⑯⑿	saucepan
⑥⒇⑿②⒌⑵	sauntered
⑥⑮⑷⑬⑻⑵	savaged
⑥⑯⑷⑮⑿⑯	savannah
⑥⒁⑷⑬⑩⑹	savings
⑥⒁⑷⒌⑬⑩	savouring
⑥⒇⑵⒃⑥②	sawdust
⑥⑮③⑥⑯⑿	saxon
⑥③⒁⑪⑬⑩	scaling
⑥③⑮⑿⒌⑹	scanners
⑥③⑮⑿⑬⑩	scanning
⑥③⑮⑿②⑬	scanty
⑥③⒊⑥⑪⑬	scarcely
⑥③⒊③⑾⒄	scarecrow
⑥③⒈⑪⑯②	scarlet
⑥③⒁⑸⑬⑩	scathing
⑥③⑮②⒌⑵	scattered
⑥⑬⑿⒈⑬⒄	scenario
⑥⑭⑿②⑯⑵	scented
⑦⑭⑻⒅⑪⑵	scheduled
⑦⑭⑻⒅⑪⑹	schedules
⑥③⒀⑫⑯⑹	schemas
⑥③⑬⑹⑯⑫	schism
⑥③⑰⑪⒌⑹	scholars
⑥③⒅⑪⑴⒆	schoolboy
⑥③⒅⑪⑬⑩	schooling
⑥③⒅①⑬⑩	scooping
⑥③⒉⑴⒉⑵	scoreboard
⑥③⒉①⒎⑿	scorpion
⑥③⑰②⑬⑦	scottish
⑥③⑲⒌⑬⑩	scouring
⑥③⑲⑪⑬⑩	scowling
⑥③⑾⒁①②	scraped
⑥③⑾⒁①⑥	scrapes
⑥③⑾⑮①②	scrapped
⑥③⑾⑮①⑬	scrappy
⑥③⑾⑮①⑥	scraps
⑥③⑾⑮⑧②	scratched
⑥③⑾⒇⑿⑬	scrawny
⑥③⑾⒀⑫⑵	screamed
⑥③⑾⒀⑫⑹	screams
⑥③⑾⒀⑧②	screeched
⑥③⑾⒀⑿⑵	screened
⑥③⑾⒀⑿⑹	screens
⑥③⑾⒅⑬⑩	screwing
⑥③⑾⒂⑴⑹	scribes
⑥③⑾⑬①②	script
⑥③⑾⒄⑪⑹	scrolls
⑥③⑾⒃⑴⑵	scrubbed
⑥③⑾⒃④⑬	scruffy
⑥③⒃④⑯⑪	scuffle
⑥③⒃⑪⒌⑬	scullery
⑥③⒃⑾⑬⑵	scurried
⑥⒀⑴⒋⑵⑹	seabirds
⑥⒀⑶⒃⑪⑹	seagulls
⑥⒀⑫⑪⑯⑥	seamless
⑥⒋⑧⑪⒂②	searchlight
⑥⒀⑹⑯⑿⑵	seasoned
⑥⒀⑹⑯⑿⑹	seasons
⑥⑬③⑰⑿⑵	second
⑥⑭③⑯⑿⑵	second
⑥⒀③⑾⑯②	secret
⑥⑬③⑾⒀②	secrete
⑥⑭③⑦⑯⑿	section
⑥⑭③②⒌⑹	sectors
⑥⑬③⑨⑱⒌	secure
⑥⑬⑵⒏⑥②	seduced
⑥⒂⑹⑫⑬③	seismic
⑥⑭⑪⑵⑯⑫	seldom
⑥⑬⑪⑭③②	select
⑥⑭⑪④⑬⑦	selfish
⑥⑭⑫⑬⑿⒈	seminar
⑥⑭⑿⑯②⒌	senator
⑥⑭⑿⑵⑬⑩	sending
⑥⑭⑿⑥⑯⑹	senses
⑥⑭⑿⑥⑬⑩	sensing
⑥⑭⑿⑥⒌⑹	sensors
⑥⑭⑿⑥⒌⑬	sensory
⑥⑭⑿②⑾⑬	sentry
⑥⑭①⒌⑯②	separate
⑥⑭①⒌⒁②	separate
⑥⑭①⑥⑬⑥	sepsis
⑥⑭①②⑬③	septic
⑥⒀③⑼⑯⑪	sequel
⑥⒌⒀⑿⑪⑬	serenely
⑥⒋④⑵⑯⑫	serfdom
⑥⒈⑻⑯⑿②	sergeant
⑥⒍⒎⑥⑪⑬	seriously
⑥⒋⑫⑯⑿⑹	sermons
⑥⒋①⑯⑿②	serpent
⑥⒋⑷⑯⑿②	servant
⑥⒋⑷⑬⑥②	serviced
⑥⑭⑥⑯⑫⑬	sesame
⑥⑭⑦⑯⑿⑹	sessions
⑥⑭②⑴⑮③	setback
⑥⑭②⑬⑩⑹	settings
⑥⑭②⑯⑪⑵	settled
⑥⑭②⑪⒌⑹	settlers
⑥⑭②⑯⑪⑹	settles
⑥⑭②⑪⑬⑩	settling
⑥⑭⑷⑯⑿⑹	sevens
⑥⑭⑷⑯⑿⑤	seventh
⑥⑭⑷⒌⑯⑪	several
⑥⑬⑷⒍⑪⑬	severely
⑥⑭⑷⒌⑬⑩	severing
⑥⑭③⑥⑯⑹	sexes
⑦⑮③⑯⑪⑹	shackles
⑦⑮⑵⒄⑬⑩	shadowing
⑦⒁③⑬⑪⑬	shakily
⑦⒁⑫⑯⑿⑹	shamans
⑦⒁⑫④⑯⑪	shameful
⑦⒁⑫⑪⑯⑥	shameless
⑦⑮⑫①⒅⑹	shampoos
⑦⒁①⑪⑯⑥	shapeless
⑦⒈①⑯⑿⑵	sharpened
⑦⒈①⑯⑥②	sharpest
⑦⒈①⑿⑯⑥	sharpness
⑦⑮②⒌⑬⑩	shattering
⑦⒁⑷⑬⑩⑹	shavings
⑦⑭⑪②⒌⑵	sheltered
⑦⑭⑪②⒌⑹	shelters
⑦⑭①⒌⑵⑹	shepherds
⑦⑭⑾⑬④⑥	sheriffs
⑦⒀⑪⑵⑯⑵	shielded
⑦⒀⑪⑵⑬⑩	shielding
⑦⑬④②⑯⑵	shifted
⑦⑬④②⑬⑩	shifting
⑦⑬⑪⑬⑩⑹	shillings
⑦⑬⑫⒌⑬⑩	shimmering
⑦⑬⑩⑶⑯⑪	shingle
⑦⑬①⒄⑿⒌	shipowner
⑦⑬①⑾⑭③	shipwreck
⑦⑬①⑨⒈⑵	shipyard
⑦⑬⑷⒌⑬⑩	shivering
⑦⒅⑫⒁③⒌	shoemaker
⑦⒅②⑬⑩⑹	shootings
⑦⑰①④⑪⒉	shopfloor
⑦⒉②⑯⑿⑵	shortened
⑦⒉②⑯⑥②	shortest
⑦⒉②④⒇⑪	shortfall
⑦⒉②⑿⑯⑥	shortness
⑦⑰②⑶⒃⑿	shotgun
⑦⒄⑪⑵⒌⑵	shouldered
⑦⒄⑪⑵⒌⑹	shoulders
⑦⒃⑷⑯⑪⑹	shovels
⑦⒄⑾⒅⑫⑹	showrooms
⑦⑾⑭⑵⑯⑵	shredded
⑦⑾⒅⑵⑪⑬	shrewdly
⑦⑾⒀③⑬⑩	shrieking
⑦⑾⑬⑪⑪⑬	shrilly
⑦⑾⑬⑫①⑥	shrimps
⑦⑾⑲⑵⑯⑵	shrouded
⑦⑾⒃⑴⒌⑬	shrubbery
⑦⑾⒃⑶⑬⑩	shrugging
⑦⒃⑵⒌⑬⑩	shuddering
⑦⒃④⑯⑪⑵	shuffled
⑦⒃④⑪⑬⑩	shuffling
⑦⒃⑿②⑯⑵	shunted
⑦⒃②⑵⑲⑿	shutdown
⑥⒂⑯⑫⒀⑹	siamese
⑥⒂⑴⒍⒎⑿	siberian
⑥⑬⑴⑪⑬⑩	sibling
⑥⑬③⑯⑿⑵	sickened
⑥⑬③⑿⑯⑥	sickness
⑥⒂⑵⑴⒉⑵	sideboard
⑥⒂⑵⑪⒂⑿	sideline
⑥⒂⑵⑪⑰⑩	sidelong
⑥⒂⑵⑼⒇③	sidewalk
⑥⒂⑵⑼⒁⑹	sideways
⑥⒂⑵⑬⑩⑹	sidings
⑥⒂⑵⑯⑪⑵	sidled
⑥⑬⑭⑥②⑯	siesta
⑥⑬④②⑬⑩	sifting
⑥⒂②⑬⑩⑹	sightings
⑥⑬⑶⑿⑯⑪	signal
⑥⑬⑶⑿⑯②	signet
⑥⒂⑿⑬⑩⑹	signings
⑥⒂⑪⑯⑿⑥	silence
⑥⒂⑪⑯⑿②	silent
⑥⑬⑪⒅⑭②	silhouette
⑥⑬⑪⑬③⑯	silica
⑥⑬⑪③⑯⑿	silken
⑥⑬⑪⑷⒌⑬	silvery
⑥⑬⑫⑬⑪⒌	similar
⑥⑬⑫⑬⑪⑬	simile
⑥⑬⑫⒌⑬⑩	simmering
⑥⑬⑫①⑯⑪	simple
⑥⑬⑫①⑪⒌	simpler
⑥⑬⑫①⑪⑬	simply
⑥⑬⑿④⑯⑪	sinful
⑥⑬⑩⑶⑯⑪	single
⑥⑬⑩⑶⑪⑬	singly
⑥⑬⑩③⑬⑩	sinking
⑥⒂⑾⑯⑿⑹	sirens
⑥⑬⑥②⒌⑹	sisters
⑥⑬②⑬⑩⑹	sittings
⑥⑬③⑥⑯⑹	sixes
⑥⑬③⑥②⑬	sixty
⑥③⒁②⒌⑹	skaters
⑥③⒁②⑬⑩	skating
⑥③⑭⑧⑯⑹	sketches
⑥③⑭⑧⑬⑩	sketching
⑥③⑬⑵⑯⑵	skidded
⑥③⑬⑵⑬⑩	skidding
⑥③⑬⑫⑬⑩	skimming
⑥③⑬⑫①⑬	skimpy
⑥③⑬①⒌⑹	skippers
⑥③⑬①⑬⑩	skipping
⑥③⒋⑫⑬⑦	skirmish
⑥③⒋②⑯⑵	skirted
⑥③⒋②⑬⑩	skirting
⑥③⒂⑪⒂②	skylight
⑥③⒂⑪⒂⑿	skyline
⑥⑪⑳⑪⑯⑫	slalom
⑥⑪⑮⑫⑬⑩	slamming
⑥⑪⑳⑿⑵⒌	slander
⑥⑪⑮①⑬⑩	slapping
⑥⑪⑮⑦⑬⑩	slashing
⑥⑪⑮②⑯⑵	slatted
⑥⑪⒇②⒌⑵	slaughtered
⑥⑪⒁⑷⒌⑬	slavery
⑥⑪⑭⑻⑯⑹	sledges
⑥⑪⒀①⒌⑹	sleepers
⑥⑪⒀①⑬⑩	sleeping
⑥⑪⑭⑿⑵⒌	slender
⑥⑪⒂⑥⑯⑹	slices
⑥⑪⒂⑥⑬⑩	slicing
⑥⑪⒂⑵⑬⑩	sliding
⑥⑪⒂②⑪⑬	slightly
⑥⑪⑬⑫⑬⑩	slimming
⑥⑪⑬①⒌⑹	slippers
⑥⑪⑬①⒌⑬	slippery
⑥⑪⑬①⑬⑩	slipping
⑥⑪⑬⑸⒌⑵	slithered
⑥⑪⑬⑷⒌⑹	slivers
⑥⑪⒄⑶⑯⑿	slogan
⑥⑪⒄①⑬⑩	sloping
⑥⑪⑰②⑯⑵	slotted
⑥⑪⒄⑷⑮③	slovak
⑥⑪⒄⑵⑲⑿	slowdown
⑥⑪⒄⑯⑥②	slowest
⑥⑪⒄⑿⑯⑥	slowness
⑥⑪⒃⑶⑬⑦	sluggish
⑥⑪⒃⑫⑴⒌	slumber
⑥⑪⒃⑫①②	slumped
⑥⑫⑮③⑬⑩	smacking
⑥⑫⒇⑪⑬⑦	smallish
⑥⑫⒈②⑬⑩	smarting
⑥⑫⒈②⑪⑬	smartly
⑥⑫⑮⑦⑬⑩	smashing
⑥⑫⑭⑪⑬⑩	smelling
⑥⑫⒂⑪⑬⑩	smiling
⑥⑫⑬②⑯⑿	smitten
⑥⑫⒄③⒌⑹	smokers
⑥⑫⒄③⑬⑩	smoking
⑥⑫⒅⑸⑬⑩	smoothing
⑥⑫⒅⑸⑪⑬	smoothly
⑥⑫⒃⑸⒌⑵	smothered
⑥⑫⒃⑶⑯⑪	smuggle
⑥⑫⒃⑶⑪⑬	smugly
⑥⑿⒁③⑬⑩	snaking
⑥⑿⑮①⑬⑩	snapping
⑥⑿⒈⑪⑬⑩	snarling
⑥⑿⑮⑧⑯⑹	snatches
⑥⑿⑮⑧⑬⑩	snatching
⑥⑿⒀③⑬⑩	sneaking
⑥⑿⑬④⑬⑩	sniffing
⑥⑿⒂①⒌⑹	snipers
⑥⑿⑰⑴⒌⑬	snobbery
⑥⑿⑰⑴⑬⑦	snobbish
⑥⑿⒉②⑯⑵	snorted
⑥⑿⒄⑴⒇⑪	snowball
⑥⑿⒄⑫⑮⑿	snowman
⑥⑿⒃⑶⑪⑬	snugly
⑥⒄⑴⒌⑪⑬	soberly
⑥⒄⑦⑯⑪⑬	socially
⑥⑰③⑯②⑥	sockets
⑥⑰④⑯⑿⑵	softened
⑥⑰④⑯⑿⑹	softens
⑥⑰④②⑪⑬	softly
⑥⑰④②⑼⒊	software
⑥⒄⑪⒊⒎⑫	solarium
⑥⒄⑪⑻⒌⑹	soldiers
⑥⑰⑪⑬⑵⑹	solids
⑥⑰⑪⑷⑬⑩	solving
⑥⑯⑫⑳⑪⑬	somali
⑥⒃⑫⑼⒃⑿	someone
⑥⒃⑫⑤⑬⑿	somethin'
⑥⒃⑫⑤⑬⑩	something
⑥⒃⑫②⒂⑫	sometime
⑥⒃⑫⑼⑰②	somewhat
⑥⑯⑿⑳②⑯	sonata
⑥⑰⑿⑯②⑥	sonnets
⑥⑯⑿⒉⑯⑥	sonorous
⑥⒉⑥⒌⒌⑹	sorcerers
⑥⒄⑪⑪⑯⑥	soulless
⑥⑲⑿⑵⑯⑵	sounded
⑥⑲⑿⑵⑬⑩	sounding
⑥⑲⑿⑵⑪⑬	soundly
⑥⑲⑤⒀⑥②	southeast
⑥⒃⑸⒌⑪⑬	southerly
⑥⑲⑤⑼⒌⑵	southward
⑥⒅⑷⑯⑿⒍	souvenir
⑥⑰⑷⑾⑯⑿	sovereign
⑥⒄⑷⒎②⑥	soviets
⑥①⒁⑥⑯⑹	spaces
⑥①⒁⑥⑬⑩	spacing
⑥①⒁⑦⑯⑥	spacious
⑥①⑮⑿⑬⑦	spanish
⑥①⑮⑿⒌⑹	spanners
⑥①⑮⑿⑬⑩	spanning
⑥①⒈③⑯⑪	sparkle
⑥①⑮⑾⒄⑹	sparrows
⑥①⒈⑥⑪⑬	sparsely
⑥①⒈②⑯⑿	spartan
⑥①⑮⑹⑯⑫	spasm
⑥①⒁⑦⑯⑪	spatial
⑥①⒇⑿⑬⑩	spawning
⑥①⒀③⒌⑹	speakers
⑥①⒀③⑬⑩	speaking
⑥①⑭⑦⑯⑪	special
⑥①⒀⑦⒀⑹	species
⑥①⒀⑦⑯⑥	specious
⑥①⑭③②⒌	spectre
⑥①⒀⑧⑯⑹	speeches
⑥①⒀⑵⑯⑵	speeded
⑥①⒀⑵⑬⒌	speedier
⑥①⒀⑵⑬⑩	speeding
⑥①⒀⑵⑼⒁	speedway
⑥①⑭⑪⑬⑩	spelling
⑥①⑭⑿⑵⑹	spends
⑥①⒂⑥⑯⑹	spices
⑥①⒂⑵⒌⑹	spiders
⑥①⑬⑪⑬⑻	spillage
⑥①⑬⑪⑬⑩	spilling
⑥①⑬⑿⑬⑧	spinach
⑥①⒂⑿⑯⑪	spinal
⑥①⑬⑿⒌⑹	spinners
⑥①⑬⑿⑬⑩	spinning
⑥①⒂⑾⑯⑪	spiral
⑥①⑬⑾⑬②	spirit
⑥①⑬②⑬⑩	spitting
⑥①⑪⑮⑦②	splashed
⑥①⑪⑬②⑥	splits
⑥①⒆⑪⑬⑩	spoiling
⑥①⒄③⑯⑿	spoken
⑥①⒃⑿⑻⑬	spongy
⑥①⑰⑿⑥⒌	sponsor
⑥①⒉②⑯⑵	sported
⑥①⒉②⑬⑩	sporting
⑥①⑰②⑯⑵	spotted
⑥①⑰②⑬⑩	spotting
⑥①⑲⑥⑯⑹	spouses
⑥①⑾⒇⑪⑵	sprawled
⑥①⑾⒁⑬⑩	spraying
⑥①⑾⑭⑵⑹	spreads
⑥①⑾⑬⑶⑹	sprigs
⑥①⑾⑬⑩⑹	springs
⑥①⑾⑬⑩⑬	springy
⑥①⑾⑬⑿②	sprint
⑥①⑾⑲②⑥	sprouts
⑥①⒏②⑯⑫	sputum
⑥③⑼⑰⑵⑹	squads
⑥③⑼⑰⑪⒌	squalor
⑥③⑼⒊⑪⑬	squarely
⑥③⑼⒊⑬⑩	squaring
⑥③⑼⑰⑦②	squashed
⑥③⑼⒀③②	squeaked
⑥③⑼⒀③⑬	squeaky
⑥③⑼⒀⑪⑵	squealed
⑥③⑼⒀⑹⑵	squeezed
⑥③⑼⑬⑿②	squint
⑥③⑼⒂⒌⑹	squires
⑥③⑼⒋⑫⑵	squirmed
⑥②⑮⑴⑬⑩	stabbing
⑥②⒁⑴⑯⑪	stable
⑥②⑮③⑬⑩	stacking
⑥②⒁⑵⒎⑫	stadium
⑥②⑳④⑬⑩	staffing
⑥②⒁⑻⑯⑹	stages
⑥②⑮⑶⒌⑵	staggered
⑥②⒁⑻⑬⑩	staging
⑥②⒁⑿⑬⑩	staining
⑥②⒊③⒁⑥	staircase
⑥②⒊⑼⒁⑹	stairways
⑥②⒊⑼⑭⑪	stairwell
⑥②⒁③⑬⑩	staking
⑥②⒇③⑬⑩	stalking
⑥②⒇⑪⑬⑩	stalling
⑥②⑮⑫⒌⑵	stammered
⑥②⑮⑫①②	stamped
⑥②⑮⑫①⑥	stamps
⑥②⑮⑿⑵⑹	stands
⑥②⑮⑿⑹⑯	stanza
⑥②⒁①⑯⑪	staple
⑥②⒈⑴⒌⑵	starboard
⑥②⒈⑵⑯⑫	stardom
⑥②⒈③⑪⑬	starkly
⑥②⒈⑪⒂②	starlight
⑥②⒈⑪⑬⑩	starling
⑥②⒈②⑯⑵	started
⑥②⒈②⒌⑹	starters
⑥②⒈②⑬⑩	starting
⑥②⒈⑷⑬⑩	starving
⑥②⒁②⑯⑵	stated
⑥②⒁②⑪⑬	stately
⑥②⑮②⑬③	static
⑥②⒁②⑬⑩	stating
⑥②⒁⑦⑯⑿	station
⑥②⑮⑧⒅⑹	statues
⑥②⒁②⑯⑥	status
⑥②⑮⑧⒅②	statute
⑥②⑭⑵⑬⑵	steadied
⑥②⒀⑪⑬⑩	stealing
⑥②⒀⑫⒌⑹	steamers
⑥②⒀⑫⑬⑩	steaming
⑥②⒀①⑯⑪	steeple
⑥②⒀①⑪⑬	steeply
⑥②⑭⑫⑬⑩	stemming
⑥②⑭①⑬⑩	stepping
⑥②⑭⑾⑬⒄	stereo
⑥②⑭⑾⒂⑪	sterile
⑥②⒋⑪⑬⑩	sterling
⑥②⒋⑿⑪⑬	sternly
⑥②⒏⒌⑵⑹	stewards
⑥②⑬③⒌⑹	stickers
⑥②⑬③⑬⑩	sticking
⑥②⑬④⑯⑿	stiffen
⑥②⑬④⑪⑬	stiffly
⑥②⒂④⑯⑪	stifle
⑥②⑬⑶⑫⑯	stigma
⑥②⑬⑪②⑥	stilts
⑥②⑬⑩⑬⑩	stinging
⑥②⑬⑩③⑥	stinks
⑥②⑬⑾⑯①	stirrup
⑥②⑬⑧⑯⑹	stitches
⑥②⑬⑧⑬⑩	stitching
⑥②⑰③⒁⑵	stockade
⑥②⑰③⑬⑩	stocking
⑥②⒄⑪⑯⑿	stolen
⑥②⑰⑪⑬⑵	stolid
⑥②⒃⑫⑯③	stomach
⑥②⒅①⑬⑩	stooping
⑥②⑰①⑬⑻	stoppage
⑥②⑰①⑬⑩	stopping
⑥②⒉⑽⑲⑥	storehouse
⑥②⒉⑾⒅⑫	storeroom
⑥②⒉⑫⑬⑩	storming
⑥②⑲②⑪⑬	stoutly
⑥②⑾⒁②⒌	straighter
⑥②⑾⒁⑿⑵	strained
⑥②⑾⒁⑿⑹	strains
⑥②⑾⒁②⑥	straits
⑥②⑾⑮⑿⑵	strand
⑥②⑾⒁⑿⑻	strange
⑥②⑾⑮①②	strapped
⑥②⑾⑮①⑥	straps
⑥②⑾⑳②⑯	strata
⑥②⑾⒁⑬⑩	straying
⑥②⑾⒀③⑥	streaks
⑥②⑾⒀③⑬	streaky
⑥②⑾⒀⑫⑵	streamed
⑥②⑾⒀⑫⑹	streams
⑥②⑾⒀②⑥	streets
⑥②⑾⑭⑩⑤	strength
⑥②⑾⑭⑥②	stressed
⑥②⑾⑭⑧②	stretched
⑥②⑾⑭⑧⒌	stretcher
⑥②⑾⑬③②	strict
⑥②⑾⒂⑵⑹	strides
⑥②⑾⒂③⒌	striker
⑥②⑾⒂③⑥	strikes
⑥②⑾⑬⑩⑹	strings
⑥②⑾⑬⑩⑬	stringy
⑥②⑾⒂①②	striped
⑥②⑾⒂①⑥	stripes
⑥②⑾⑬①②	stripped
⑥②⑾⑬①⒌	stripper
⑥②⑾⑬①⑥	strips
⑥②⑾⒂⑷⑹	strives
⑥②⑾⒄③②	stroked
⑥②⑾⒄③⑥	strokes
⑥②⑾⒄⑪⑵	strolled
⑥②⑾⒃②⑥	struts
⑥②⒃⑴⑯⑪	stubble
⑥②⒃⑴⒌⑿	stubborn
⑥②⒃⑵⑬⑵	studied
⑥②⒃⑵⑬⑹	studies
⑥②⒏⑵⑬⒄	studio
⑥②⒏⑵⒎⑥	studious
⑥②⒃④⑬⑩	stuffing
⑥②⒃⑫①⑥	stumps
⑥②⒃⑿⑬⑩	stunning
⑥②⒃⑿②⑥	stunts
⑥②⒏①⑬⑵	stupid
⑥②⒃②⒌⑵	stuttered
⑥②⒂⑪⑬⑩	styling
⑥②⒂⑪⑬⑦	stylish
⑥②⒂⑪⑯⑥	stylus
⑥⑯⑴⑵⒏⑵	subdued
⑥⑯⑴⑪⒂⑫	sublime
⑥⑯⑴⑫⑬②	submit
⑥⑯⑴⑥⒂⑵	subside
⑥⑯⑴⒋⑴⒎	suburbia
⑥⒃⑴⒋⑴⑹	suburbs
⑥⒃⑴⑷⒋②	subvert
⑥⑯③⑥⒀⑵	succeed
⑥⑯③⑥⑭⑥	success
⑥⑯③⒃⑫⑵	succumbed
⑥⒃⑧⑪⒂③	suchlike
