②⑼⑰⑹	'twas
⑥①⒂⒌	spire
⑥①⒋②	spurt
⑥①⑬②	spit
⑥①⒂②	spite
⑥①⑬⑷	spiv
⑥①⑪⒁	splay
⑥①⒄⑵	spode
⑥①⒆⑪	spoil
⑥①⒄③	spoke
⑥①⒅④	spoof
⑥①⒅③	spook
⑥①⒅⑪	spool
⑥①⒅⑿	spoon
⑥①⑱⒌	spoor
⑥①⒉⑹	spores
⑥①⒉③	spork
⑥①⒉②	sport
⑥①⑰②	spot
⑥①⑲⑥	spouse
⑥①⑲②	spout
⑥①⑾⒁	spray
⑥①⑾⒀	spree
⑥①⑾⒂	spry
⑥①⒃⑵	spud
⑥①⒏⑫	spume
⑥①⒃⑿	spun
⑥①⒋⑿	spurn
⑥①⒋⑵	spurred
⑥①⒋⑹	spurs
⑥③⑼⒊	square
⑥③⑼⒇	squaw
⑥②⑮⑴	stab
⑥②⑮③	stack
⑥②⑳④	staff
⑥②⑮⑶	stag
⑥②⒁⑻	stage
⑥②⒁⑵	stayed
⑥②⒁⑿	stain
⑥②⒊⑹	stairs
⑥②⒁③	stake
⑥②⒁⑪	stale
⑥②⒇③	stalk
⑥②⒇⑪	stall
⑥②⑮①	stap
⑥②⒈⑧	starch
⑥②⒊⑵	stared
⑥②⒈③	stark
⑥②⒈⑵	starred
⑥②⒈⑬	starry
⑥②⒈⑹	stars
⑥②⒈②	start
⑥②⒈⑷	starve
⑥②⑮⑦	stash
⑥②⒁②	state
⑥②⒁⑷	stave
⑥②⒁⒌	stayer
⑥②⒁⑹	stays
⑥②⑭⑵	stead
⑥②⒀⑪	steel
⑥②⒀⑫	steam
⑥②⒀⑵	steed
⑥②⒀①	steep
⑥②⒍⑵	steered
⑥②⒍⑹	steers
⑥②⑭⑫	stem
⑥②⑭①	step
⑥②⒋⑿	stern
⑥②⑭②	stet
⑥②⒏⑵	stewed
⑥②⒏⑹	stews
⑥②⑬③	stick
⑥②⒂⑹	sties
⑥②⑬④	stiff
⑥②⒂⑪	style
⑥②⑬⑪	still
⑥②⑬⑩	sting
⑥②⒋⑵	stirred
⑥②⒋⑹	stirs
⑥②⑬⑧	stitch
⑥②⒄②	stoat
⑥②⑰③	stock
⑥②⑰⑻	stodge
⑥②⑱①	stoep
⑥②⒄③	stoke
⑥②⒄⑪	stole
⑥②⒄⑿	stone
⑥②⑱⑵	stood
⑥②⒅⑻	stooge
⑥②⒅⑪	stool
⑥②⒅①	stoop
⑥②⑰①	stop
⑥②⒉⑵	stored
⑥②⒉⑹	stores
⑥②⒉⑬	story
⑥②⒉③	stork
⑥②⒉⑫	storm
⑥②⑲②	stout
⑥②⒄⑷	stove
⑥②⒄⑵	stowed
⑥②⒄⑹	stows
⑥②⑾⒇	straw
⑥②⑾⒁	stray
⑥②⑾⒅	strew
⑥②⒃⑴	stub
⑥②⒃③	stuck
⑥②⒃⑵	stud
⑥②⒃④	stuff
⑥②⒃⑿	stun
⑥②⒃⑩	stung
⑥⑼⑳⑷	suave
⑥⒃⑴⑵	subbed
⑥⒃⑴⑹	subs
⑥⒃③⒌	sucker
⑥⒃③②	sucked
⑥⒃③⑥	sucks
⑥⒃⑵⑹	suds
⑥⑼⒁⑵	suede
⑥⒅⑯②	suet
⑥⒃④⒌	suffer
⑥⒅④⑬	sufi
⑦⑱⑶⒌	sugar
⑥⒅⑬⑩	suing
⑥⑼⒀②	sweet
⑥⒅②⒌	suitor
⑥⒅②⑥	suits
⑥⒃⑪③	sulk
⑥⒃⑪⑬	sully
⑥⒃⑫⑵	summed
⑥⒃⑫⒌	summer
⑥⒃⑫①	sump
⑥⒃⑫⑹	sums
⑥⒃⑩③	sunk
⑥⒃⑿⑵	sunned
⑥⒅①⒌	super
⑥⒃①②	supped
⑥⒃①⒌	supper
⑥⒃①⑥	sups
⑥⒋⑵⑹	surds
⑦⑱⒌⒌	surer
⑥⒋⑻⑵	surged
⑥⒋⑪⑬	surly
⑥⒋⑷⒁	survey
⑥⒌⑷⒁	survey
⑥⒃⑥②	sussed
⑥⒃②⒀	suttee
⑥⒅⑧⒌	suture
⑥⑼⑰⑴	swab
⑥⑼⑮⑶	swag
⑥⑼⒁⑿	swain
⑥⑼⑮⑫	swam
⑥⑼⑰⑿	swan
⑥⑼⑰①	swap
⑥⑼⒉⑵	sward
⑥⑼⒉⑫	swarm
⑥⑼⑰②	swot
⑥⑼⑰⑤	swath
⑥⑼⒁⑸	swathe
⑥⑼⒁⑹	sways
⑥⑼⒊⒌	swearer
⑥⑼⒊⑹	swears
⑥⑼⑭②	sweat
⑥⑼⒀⑵	swede
⑥⑼⒀①	sweep
⑥⑼⑭⑪	swell
⑥⑼⒋⑷	swerve
⑥⑼⑬⑶	swig
⑥⑼⑬⑪	swill
⑥⑼⑬⑫	swim
⑥⑼⒂⑿	swine
⑥⑼⑬⑩	swing
⑥⑼⒂①	swipe
⑥⑼⒋⑪	swirl
⑥⑼⑬⑦	swish
⑥⑼⑬⑥	swiss
⑥⑼⑬⑧	switch
⑥⑼⑬⑹	swiz
⑥⑼⒄⑪	swole
⑥⑼⒅⑿	swoon
⑥⑼⒅①	swoop
⑥⒉⑵⑹	swords
⑥⑼⒉⑿	sworn
⑥⑼⒃⑫	swum
⑥⑼⒃⑩	swung
⑥⑬⑪④	sylph
②⑮⑴⑬	tabby
②⑯⑴⒅	taboo
②⒁⑴⒌	tabor
②⑮⑴⑹	tabs
②⑮③②	tact
②⑮③⑥	tax
②⑮③⑬	tacky
②⑮④⑬	taffy
②⑮⑶⑵	tagged
②⑮⑶⑹	tags
②⒁⑪⑵	tailed
②⒁⑪⒌	tailor
②⒁⑪⑹	tales
②⒁⑿②	taint
②⒁③⒌	taker
②⒁③⑥	takes
②⑮⑪③	talc
②⒇③②	talked
②⒇③⒌	talker
②⒇③⑬	talkie
②⒇③⑥	talks
②⒇⑪⒌	taller
②⑮⑪⒄	tallow
②⒇⑪⑹	talls
②⑮⑪⑬	tally
②⒁⑫⑵	tamed
②⒁⑫⒌	tamer
②⒁⑫⑹	tames
②⑮⑫⑬	tammy
②⑮⑫①	tamp
②⑮⑩⑹	tangs
②⑮⑩⑬	tangy
②⑮⑩③	tank
②⑮⑿⑵	tanned
②⑮⑿⒌	tanner
②⑮⑿⒆	tannoy
②⑮⑿⑹	tans
②⒁①②	taped
②⒁①⒌	taper
②⒁①⑥	tapes
②⑮①②	tapped
②⑮①⑥	taps
②⒈⑵⑬	tardy
②⒈⑿⑹	tarns
②⒈⒄⑹	taros
②⒈⑬⑩	tarring
②⑮⑾⑬	tarry
②⒈⑥⒂	tarsi
②⒈②⒌	tartar
②⒈②⑥	tarts
②⑳⑥③	task
②⒁⑥②	taste
②⑮②⑥	tats
②⑮②⒌	tatter
②⑮②⒅	tattoo
②⑮②⑬	tatty
②⒇⑿②	taunt
②⒇②⒌	tauter
②⒇⑿⑬	tawny
②⒀⑴⒀	tb
②⒀⑧⒌	teacher
②⒀⑫⑵	teamed
②⒀⑫⑹	teams
②⒊⑬⑩	tearing
②⒀⑹⑵	teased
②⒀⑹⒌	teaser
②⒀②⑥	teats
②⑭③⑥	tecs
②⑭⑧⑬	tetchy
②⑭⑵⑬	teddy
②⑭⑵⑹	teds
②⒀⑬⑩	teeing
②⒀⑿⑹	teens
②⒀⑿⑬	teeny
②⒀②⒌	teeter
②⒀⑸⑵	teethed
②⒀⑸⑹	teethes
②⑭⑶⑹	tegs
②⑭⑪⒌	teller
②⑭⑪⑹	tells
②⑭⑪⑬	telly
②⑭⑫①	temp
②⑭⑿⑧	tench
②⑭⑿⑵	tend
②⑭⑿⒌	tenor
②⑭⑿⑹	tens
②⑭⑿⑥	tense
②⑭⑿②	tent
②⑭⑿⑤	tenth
②⒀①⒀	tepee
②⒋⑫⑵	termed
②⒋⑫⑹	terms
②⒋⑿⑹	turns
②⒌⒁⑿	terrain
②⑭⑾⒍	terrier
②⑭⑾⒌	terror
②⒋⑥⒌	terser
②⑭⑥②	test
②⑭⑸⒌	tether
⑤⒁⑿⑹	thanes
⑤⑮⑩③	thank
⑸⑮②⑥	that's
⑤⑮⑧②	thatched
⑤⑮⑧⒌	thatcher
⑤⒇⑬⑩	thawing
⑤⒎②⒌	theatre
⑤⑭④②	theft
⑤⒀⑫⑹	themes
⑸⑭⑿⑥	thence
⑤⒍⑯⑫	theorem
⑤⒍⑬⑹	theories
⑤⒍⒂⑹	theorise
⑸⒊⑴⒂	thereby
⑸⒊④⒉	therefore
⑸⒊⑬⑿	therein
⑸⒊⑰⑷	thereof
⑸⒊⑰⑿	thereon
⑸⒊②⒅	thereto
⑤⒋⑫⑹	therms
⑤⒀②⑯	theta
⑤⑬③⒌	thicker
⑤⒀⑷⑵	thieved
⑤⒀⑷⑹	thieves
⑤⑬⑩⑹	things
⑤⑬⑩③	think
⑤⑬⑿⑵	thinned
⑤⑬⑿⒌	thinner
⑤⑬⑿⑹	thins
⑤⒋⑵⑹	thirds
⑤⒋⑥②	thirst
⑤⒋②⑬	thirty
⑸⑬⑸⒌	thither
⑤⒄⑪⑹	tholes
⑤⑰⑩⑹	thongs
⑤⒉⑿⑵	thorned
⑤⒉⑿⑹	thorns
⑤⒉⑿⑬	thorny
⑤⒃⑾⑯	thorough
⑤⒇②⑥	thoughts
⑤⑾⒇⑪	thrall
⑤⑾⑮⑦	thrash
⑤⑾⑭⑵	thread
⑤⑾⑭②	threat
⑤⑾⒀⑹	threes
⑤⑾⑭⑦	thresh
⑤⑾⒂⑥	thrice
⑤⑾⑬⑪	thrill
⑤⑾⒂⑷	thrive
⑤⑾⒄②	throat
⑤⑾⑰⑴	throb
⑤⑾⒄⑹	throws
⑤⑾⒄⑿	thrown
⑤⑾⑰⑩	throng
⑤⑾⒄⑷	throve
⑤⑾⒄⒌	thrower
⑤⑾⒃⑫	thrum
⑤⑾⒃⑦	thrush
⑤⒃⑵⑹	thuds
⑤⒃⑶⑹	thugs
⑤⒃⑫⑵	thumbed
⑤⒃⑫⑹	thumbs
⑤⒃⑫①	thump
⑤⑼⑮③	thwack
⑤⑼⒉②	thwart
②⑬⒈⑯	tiara
②⑬⑴⒎	tibia
②⑬③②	ticked
②⑬③⒌	ticker
②⑬③⑥	ticks
②⒂⑵⑹	tides
②⒂⑵⑬	tidy
②⑬④⑥	tiffs
②⒂⑶⒌	tiger
②⒂②⒌	tighter
②⒂②⑥	tights
②⒂③⑥	tykes
②⑬⑪⑵	tilled
②⒂⑪⑵	tiled
②⒂⑪⑹	tiles
②⑬⑪⒌	tiller
②⑬⑪⑹	tills
②⑬⑪②	tilt
②⑬⑪⑤	tilth
②⒂⑫⑵	timed
②⒂⑫⒌	timer
②⒂⑫⑹	times
②⒂⑿⑵	tined
②⒂⑿⑹	tines
②⑬⑿⑻	tinge
②⑬⑩⑵	tinged
②⑬⑩⑹	tings
②⑬⑿⑵	tinned
②⑬⑿⑬	tinny
②⑬⑿⑹	tins
②⑬⑿②	tint
②⒂⑿⑬	tiny
②⑬①②	tipped
②⑬①⑥	tips
②⒂⒌⑵	tired
②⒂⒌⑹	tyres
②⒂⑾⒄	tyro
②⑬⑦⒅	tissue
②⒂⑸⑹	tithes
②⑬②⑥	tits
②⑬②⒌	titter
②⑬⑹⑬	tizzy
②⑯⑵⒁	today
②⒄⑵⑹	toads
②⒄⑵⑬	toady
②⒄⑥②	toast
②⑰⑵⑬	toddy
②⒄⑬⑩	towing
②⑰④⑬	toffee
②⑰④⑥	toffs
②⒄⑶⑯	toga
②⑰⑶⑵	togged
②⑰⑶⑹	togs
②⒆⑪⑵	toiled
②⒆⑪⒌	toiler
②⒆⑪⑹	toils
②⒄③⒁	tokay
②⒄⑪⑵	told
②⒄⑪⑹	tolls
②⒅⑫⑹	tombs
②⒄⑫⑹	tomes
②⒄⑿⑵	toned
②⒄⑿⑹	tones
②⑰⑩⑹	tongs
②⒃⑩⑵	tongued
②⒃⑩⑹	tongues
②⒃⑿⑵	tonned
②⒃⑿⑹	tonnes
②⒅⑪⑵	tooled
②⒅⑪⑹	tools
②⒅⑤②	toothed
②⒅⑤⑬	toothy
②⒅②⑥	toots
②⒄①②	toped
②⒄①⒌	toper
②⒄①⑥	topes
②⒄①⑬	topi
②⑰①②	topped
②⑰①⒌	topper
②⑰①⑥	tops
②⒄③⑥	toques
②⒉⑬⑹	tories
②⒉①⒌	torpor
②⒉③②	torqued
②⒉③⑥	torques
②⒉⑥⒄	torso
②⒉②⑥	torts
②⒉⑧⒌	torture
②⒉⑯⑥	torus
②⑰⑥②	tossed
②⒄②⑥	totes
②⑰②⑥	tots
②⑰②⒌	totter
②⒅⑦⒁	touché
②⒃⑧②	touched
②⒃⑧⑬	touchy
②⒃④⒌	tougher
②⒃④⑬	toughie
②⒃④⑥	toughs
②⒅①⒁	toupee
②⑱⒌⑵	toured
②⒋⑿⑬	tourney
②⑱⒌⑹	tours
②⑲②⑥	touts
②⑲⑯⑪	towel
②⑲⒌⑵	towered
②⑲⒌⑹	towers
②⑲⑿⑬	townee
②⑲⑿⑹	towns
②⑲⑹⑬	towsy
②⒆⑬⑩	toying
②⑾⒁⑥	trace
②⑾⑮③	track
②⑾⑮⑵	trad
②⑾⒁⑵	trade
②⑾⒁⑪	trail
②⑾⒁⑿	train
②⑾⒁②	trait
②⑾⑮⑫	tram
②⑾⑮①	trap
②⑾⑮⑦	trash
②⑾⒇⑪	trawl
②⑾⒁⑹	trays
②⑾⑭⑵	tread
②⑾⒀②	treat
②⑾⒀⑵	treed
②⑾⒀⑹	trees
②⑾⑭③	trek
②⑾⑭⑥	tress
②⑾⒅⑹	trews
②⑾⒂⑴	tribe
②⑾⒂⑥	trice
②⑾⑬③	trick
②⑾⒂⑵	tried
②⑾⒂⒌	trier
②⑾⒂⑹	tries
②⑾⑬⑪	trill
②⑾⑬⑫	trim
②⑾⒀⒄	trio
②⑾⑬①	trip
②⑾⒂①	tripe
②⑾⒂②	trite
②⑾⑰⑵	trod
②⑾⒄⑪	troll
②⑾⒅①	troop
②⑾⒄①	trope
②⑾⑰②	trot
②⑾⒄⑤	troth
②⑾⑰④	trough
②⑾⑲②	trout
②⑾⒄⑷	trove
②⑾⒅⑥	truce
②⑾⒃③	truck
②⑾⒃⑻	trudge
②⑾⒅⑵	trued
②⑾⒅⒌	truer
②⑾⒃⑥	truss
②⑾⒅⑤	truth
②⒏⑴⑯	tuba
②⒃⑴⑬	tubby
②⒏⑴⒌	tuber
②⒏⑴⑹	tubes
②⒃⑴⑹	tubs
②⒃③②	tucked
②⒃③⒌	tucker
②⒃③⑥	tucks
②⒃④②	tuft
②⒃⑶⑵	tugged
②⒃⑶⑹	tugs
②⒃⑫⑬	tummy
②⒏⑫⒌	tumour
②⒏⑿⑯	tuna
②⒏⑿⑵	tuned
②⒏⑿⒌	tuner
②⒏⑿⑹	tunes
②⒃⑿⑬	tunny
②⒃①⑥	tups
②⒋⑵⑹	turds
②⒋④②	turfed
②⒋④⑥	turfs
②⒋③⑬	turkey
②⒋③⑥	turks
②⒋⑿⑵	turned
②⒋⑿⒌	turner
②⒋⑿②	turnt
②⒋①⑥	turps
②⒋⑷⑹	turves
②⒃⑥③	tusk
②⒏②⒌	tutor
②⒃②⑥	tuts
②⒅②⒅	tutu
②⒀⑷⒀	tv
②⑼⒁⑿	twain
②⑼⑮⑩	twang
②⑼⒀③	tweak
②⑼⒀⑵	tweed
②⑼⒀②	tweet
②⑼⒋③	twerk
②⑼⒋①	twerp
②⑼⒂⑥	twice
②⑼⑬⑶	twig
②⑼⑬⑿	twin
②⑼⒂⑿	twine
②⑼⒋⑪	twirl
②⑼⑬②	twit
②⑼⑬⑧	twitch
②⒂⑬⑩	tying
②⒂①②	typed
②⒂①⑥	types
⒃⑵⒌⑹	udders
⒏⑵⑬⒂	udi
⒏⑭④⒄	ufo
⒃⑶⑪⑬	ugly
⒏③⒁⑥	ukase
⒃⑪⑥⒌	ulcer
⒃⑪⑿⑯	ulna
⒃⑪⑿⒀	ulnae
⒃⑫⑴⒌	umber
⒅⑫⒁⑹	umes
⒃⑿⑴⒈	unbar
⒃⑩③⒄	unco
⒃⑿⑵⒌	under
⒃⑿⑵⒅	undo
⒃⑿⑵⒏	undue
⒃⑿⒋⑤	unearth
⒃⑿⒀⑹	unease
⒃⑿④⒊	unfair
⒏⑿⒎⑿	union
⒏⑿⒀③	unique
⒏⑿⑬②	unit
⒏⑿⒂②	unite
⒃⑿⑥⒇	unsaw
⒃⑿⑥⒁	unsay
⒃⑿⑥⒀	unsee
⒃⑿②⒂	untie
⒃⑿②⒅	unto
⑯①⑰⑿	upon
⒃①⒌⑹	uppers
⒃①⑬⑩	upping
⒃①⑬⑦	uppish
⒃①⑾⒉	uproar
⒋⑴⑯⑿	urban
⒋⑴⒁⑿	urbane
⒋⑧⑬⑿	urchin
⑱⒌⑵⒅	urdu
⒋⑻⑯⑹	urges
⒋⑻⑬⑩	urging
⒏⑥⑬⑻	usage
⒏⑹⒌⑹	users
⒏⑥⑯⑹	uses
⒏⑹⑯⑹	uses
⒃⑦⒌⑵	ushered
⒃⑦⒌⑹	ushers
⒏⑹⑬⑩	using
⒏⑺⒌⒌	usurer
⒏⑹⒋①	usurp
⒏⑺⒌⑬	usury
⒃②⒌⑵	uttered
⒃②⒌⑹	utters
⑷⑮③⑥	vacs
⑷⒁⑶⒌	vaguer
⑷⒁⑿⒌	vainer
⑷⒁⑪⑹	veils
⑷⑮⑪⒁	valet
⑷⑮⑪⑬	valley
⑷⑮⑪⒌	valour
⑷⑮⑪⒏	value
⑷⑮⑪⑷	valve
⑷⑮⑫①	vamp
⑷⒁⑿⑹	veins
⑷⑮⑿⑹	vans
⑷⒁①⒌	vapour
⑷⒊⑬⑵	varied
⑷⒊⑬⑹	varies
⑷⒊⒎⑥	various
⑷⑳⑥②	vast
⑷⑮②⑥	vats
⑷⒇⑪②	vault
⑷⒇⑿②	vaunt
⑷⒀⑥⒀	vc
⑷⒀⑵⒀	vd
⑷⒍⑬⑩	veering
⑷⒁⑪⑵	veiled
⑷⒁⑿⑵	veined
⑷⑭⑪②	veld
⑷⑭⑿⑵	vend
⑷⑯⑿⒍	veneer
⑷⑭⑿②	vent
⑷⑭⑿⒏	venue
⑷⒋⑴⑹	verbs
⑷⒋⑻⒌	verger
⑷⑭⑾⑬	very
⑷⒋⑻⑵	verged
⑷⒋⑥②	versed
⑷⒋⑥⒄	verso
⑷⑭⑥②	vest
⑷⒀②⒄	veto
⑷⑭②⑥	vets
⑷⑭③⑥	vex
⑷⒂⑯⑪	vial
⑷⒂⑴⑹	vibes
⑷⑬③⒌	vicar
⑷⒀⑵⒁	vide
⑷⒏⒌⑹	viewers
⑷⒏⑬⑩	viewing
⑷⑬⑶⒌	vigour
⑷⒂⑪⒌	viler
⑷⑬⑪⑯	villa
⑷⒂⑿⑹	vines
⑷⒀⑿⒄	vino
⑷⒂①⒌	viper
⑷⒋②⒅	virtu
⑷⒋⑧⒅	virtue
⑷⒀⑹⑯	visa
⑷⒂⑹⒌	visor
⑷⒀②⒂	vitae
⑷⒂⑷⑯	viva
⑷⑬⑹⒍	vizier
⑷⒄⑶⑹	vogues
⑷⒆⑥②	voiced
⑷⒆⑵⑹	voids
⑷⒄⑪⑹	voles
⑷⑰⑪⑬	volley
⑷⑰⑪⑹	vols
⑷⒄⑪②	volt
⑷⒅⑵⒅	voodoo
⑷⒄②⒌	voter
⑷⒄②⑥	votes
⑷⑲⑧②	vouched
⑷⑲⑧⒌	voucher
⑷⑲⑯⑪	vowel
⑷⑲⑬⑩	vowing
⑷⑰③⑥	vox
⑷⒆⑬⑻	voyage
⑷⒂⑬⑩	vying
⑼⒁⑵⒌	wader
⑼⒁⑵⑹	wades
⑼⑰⑵⑬	wadi
⑼⑰⑵⑹	wads
⑼⒁④⒌	wafer
⑼⑰④②	waft
⑼⒁⑻⑵	waged
⑼⒁⑻⒌	wager
⑼⑮⑶⑵	wagged
⑼⑮⑶⑹	wags
⑼⒁④⑥	waifs
⑼⒁⑪⑵	wailed
⑼⒁⑪⑹	whales
⑼⒁⑿⑹	wanes
⑼⒁⑥②	waste
⑼⒁②⒌	waiter
⑼⒁②⑥	weights
⑼⒁⑷⑵	waved
⑼⒁⑷⒌	waiver
⑼⒁⑷⑹	waves
⑼⒁③②	waked
⑼⒁③⑥	wakes
⑼⒇③②	walked
⑼⒇③⒌	walker
⑼⒇③⑥	walks
⑼⑰⑪⑯	wallah
⑼⒇⑪⑵	walled
⑼⑰⑪⒄	wallow
⑼⒇⑪⑹	walls
⑼⑰⑿⑵	wand
⑼⒁⑿⑵	waned
⑼⑮⑩③	wank
⑼⑰⑿⑯	wanna
⑼⑰⑿⒌	wanner
⑼⑰⑿②	want
⑼⒉⑵⒌	warder
⑼⒉⑵⑹	wards
⑼⒉④⒊	warfare
⑼⒊⑬⒌	warier
⑼⒊⑬⑩	wearing
⑼⒉⑫⑵	warmed
⑼⒉⑫⒌	warmer
⑼⒉⑫⑹	warms
⑼⒉⑫⑤	warmth
⑼⒉⑿⑵	warned
⑼⒉⑿⑹	warns
⑼⒉①②	warped
⑼⒉①⑥	warps
⑼⒉⑬⑩	warring
⑼⑰⑾⒍	warrior
⑼⒉②⑥	warts
⑼⑰⑦②	washed
⑼⑰⑦⒌	washer
⑼⑰⑦⑬	washy
⑼⑰⑥①	wasp
⑼⑰⑧②	watched
⑼⑰⑧⒌	watcher
⑼⒇②⒌	water
⑼⑰②⑥	watts
⑼⒁⑷⑬	wavy
⑼⑮③⑥	wax
⑼⒁⑪⒁	waylay
⑼⒀③⒌	weaker
⑼⒀⑪⑵	wheeled
⑼⒀⑪⑹	wheels
⑼⑭⑪⑤	wealth
⑼⒀⑿⑵	weaned
⑼⒀⑿⑹	weans
⑼⒊⒌⑹	wearers
⑼⒍⑬⑵	wearied
⑼⒍⑬⒌	wearier
⑼⒍⑬⑹	wearies
⑼⑭⑸⒌	whether
⑼⒀⑷⒌	weaver
⑼⒀⑷⑹	weaves
⑼⑭⑴⑵	webbed
⑼⑭⑴⑹	webs
⑼⑭⑻⑵	wedged
⑼⑭⑵⑹	weds
⑼⒀⑵⑹	weeds
⑼⒀⑵⑬	weedy
⑼⒀⑬⑩	weeing
⑼⒀③⑥	weeks
⑼⒀⑿⑬	weeny
⑼⒀①⑥	weeps
⑼⑭④②	weft
⑼⒁⑬⑩	weighing
⑼⒁②⑬	weighty
⑼⒍⑵⒌	weirder
⑼⒍⑵⑬	weirdie
⑼⑭⑪⑵	welled
⑼⑭⑪⑹	wells
⑼⑭⑪⑦	welsh
⑼⑭⑪②	welt
⑼⑭⑿⑧	wench
⑼⑭⑿⑵	wend
⑼⑭⑿⑹	wens
⑼⑭⑿②	went
⑼⑭①②	wept
⑼⒋⑿②	weren't
⑼⑭⑥②	west
⑼⑭②⑥	wets
⑼⑭②⒌	wetter
⑼⑮③②	whacked
⑼⑮③⒌	whacker
⑼⒁⑪⒌	whaler
⑼⑮⑩⑵	whanged
⑼⑮⑩⑹	whangs
⑼⒉④⑥	wharfs
⑼⒉⑷⑹	wharves
⑼⑰②⒊	whate'er
⑼⒀⑹⑵	wheezed
⑼⒀⑹⑬	wheezy
⑼⑭⑪③	whelk
⑼⑭⑪①	whelp
⑼⑭⑿⑥	whence
⑼⒊⑮⑹	whereas
⑼⒊⑮②	whereat
⑼⒊⑴⒂	whereby
⑼⒊④⒉	wherefore
⑼⒊⑬⑿	wherein
⑼⒊⑰⑷	whereof
⑼⒊⑰⑿	whereon
⑼⒊②⒅	whereto
⑼⑭⑾⑬	wherry
⑼⑬④⑥	whiffs
⑼⑬⑶⑹	whigs
⑼⒂⑪⑵	wild
⑼⒂⑪⑹	wiles
⑼⑬⑫⑹	whims
⑼⒂⑿⑵	wind
⑼⒂⑿⒌	whiner
⑼⒂⑿⑹	wines
⑼⑬⑿⑬	whinny
⑼⑬①②	whipped
⑼⑬①⑬	whippy
⑼⑬①⑥	whips
⑼⒋⑪⑵	world
⑼⒋⑪⑹	whorls
⑼⒋⑬⑩	whirring
⑼⑬⑥③	whisk
⑼⑬⑥②	whist
⑼⒂②⒌	whiter
⑼⒂②⑥	whites
⑼⑬⑸⒌	wither
⑼⑬②⑥	wits
⑼⑬⑹⑵	whizzed
⑼⑱①⑬	whoopee
⑼⑰①②	whopped
⑼⑰①⒌	whopper
⑼⑰①⑥	whops
⑽⒅⑥⒄	whoso
⑼⑬③⒌	wicker
⑼⑬③⑥	wicks
⑼⒂⑵⒌	wider
⑼⑬⑵⒄	widow
⑼⑬⑵⑤	width
⑼⒂④⑬	wifey
⑼⑬⑶⑵	wigged
⑼⑬⑪⑵	willed
⑼⑬⑪⒄	willow
⑼⑬⑪⑹	wills
⑼⑬⑪②	wilt
⑼⒂⑪⑬	wily
⑼⑬⑿⑥	wince
⑼⑬⑿⑧	winch
⑼⑬⑿⑵	wind
⑼⑬⑩⑵	winged
⑼⑬⑩⒌	winger
⑼⑬⑩⑹	wings
⑼⑬⑩③	wink
⑼⑬⑿⒌	winner
⑼⑬⑿⒄	winnow
⑼⑬⑿⑹	wins
⑼⒂①②	wiped
⑼⒂①⒌	wiper
⑼⒂①⑥	wipes
⑼⒂⒌⑵	wired
⑼⒂⒌⑹	wires
⑼⒂⒌⑬	wiry
⑼⒂⑹⒌	wiser
⑼⑬⑦②	wished
⑼⑬⑦⒌	wisher
⑼⑬⑥①	wisp
⑼⑬⑤⑥	withes
⑼⑬⑸⑬	withy
⑼⑬②⑬	witty
⑼⒂⑷⑵	wived
⑼⒂⑷⑹	wives
⑼⒄⑪⑵	wold
⑼⑱⑪④	wolf
⑼⒅⑫⑹	wombs
⑼⒄⑿②	wont
⑼⑱⑵⑹	woods
⑼⑱⑵⑬	woody
⑼⒅⒌⑹	wooers
⑼⑱④⒌	woofer
⑼⑱④⑥	woofs
⑼⒅⑬⑩	wooing
⑼⑱⑪⑬	woolly
⑼⑱⑪⑹	wools
⑼⒋⑵⑹	words
⑼⒋⑵⑬	wordy
⑼⒋③②	worked
⑼⒋③⒌	worker
⑼⒋③⑥	works
⑼⒋⑫⑵	wormed
⑼⒋⑫⑹	worms
⑼⒋⑫⑬	wormy
⑼⒃⑾⑬	worry
⑼⒋⑥⒌	worser
⑼⒋⑥②	worst
⑼⒋⑸⑬	worthy
⑼⑲⑿⑵	wound
⑼⒅⑿⑵	wound
⑼⑲⑹⑯	wowza
⑾⒁⑤⑥	wraiths
⑾⑮①⒌	wrapper
⑾⒀⑸⑵	wreathed
⑾⒀⑸⑹	wreaths
⑾⑭③②	wrecked
⑾⑭③⒌	wrecker
⑾⑭③⑥	wrecks
⑾⑭⑿⑧	wrench
⑾⑭⑿⑹	wrens
⑾⑬⑥②	wrist
⑾⒂②⒌	writer
⑾⒂⑸⑵	writhed
⑾⒂⑸⑹	writhes
⑾⑬②⑥	writs
⑾⑰⑩⑵	wronged
⑾⑰⑩⑹	wrongs
⑾⒂⑪⑬	wryly
⑨⑰②⑥	yachts
⑨⑳⑽⒅	yahoo
⑨⑮③⑥	yaks
⑨⑮⑫⒌	yammer
⑨⑮⑫⑹	yams
⑨⑮⑩③	yank
⑨⑮①②	yapped
⑨⑮①⑥	yaps
⑨⒈⑵⑹	yards
⑨⒈⑿⑵	yarned
⑨⒈⑿⑹	yarns
⑨⑮⑾⒄	yarrow
⑨⒇⑬⑩	yawing
⑨⒇⑪⑹	yawls
⑨⒇⑿⑵	yawned
⑨⒇⑿⑹	yawns
⑨⒍⑪⑬	yearly
⑨⒋⑿⑵	yearned
⑨⒋⑿⑹	yearns
⑨⒀⑥②	yeast
⑨⑭⑪⑵	yelled
⑨⑭⑪⒄	yellow
⑨⑭⑪⑹	yells
⑨⑭⑪①	yelp
⑨⑭⑿⑵	yenned
⑨⑭⑿⑹	yens
